msgid,groupid,arrival
115888948,21590,2026-06-22 14:32:36.000000
115888948,21616,2026-06-22 14:32:36.000000
115888948,21691,2026-06-22 14:32:36.000000
115888948,45523,2026-06-22 14:32:36.000000
115888948,64894,2026-06-22 14:32:36.000000
115888948,126719,2026-06-22 14:32:36.000000
115888948,126734,2026-06-22 14:32:36.000000
115888948,217446,2026-06-22 14:32:36.000000
115888948,253433,2026-06-22 14:32:36.000000
115888948,253487,2026-06-22 14:32:36.000000
115888948,386072,2026-06-22 14:32:36.000000
115888948,435173,2026-06-22 14:32:36.000000
115888948,507537,2026-06-22 14:32:36.000000
115888948,522830,2026-06-22 14:32:36.000000
116348352,21244,2026-06-22 14:32:41.000000
116348352,21370,2026-06-22 14:32:41.000000
116348352,21541,2026-06-22 14:32:41.000000
116348352,21592,2026-06-22 14:32:41.000000
116348352,21631,2026-06-22 14:32:41.000000
116348352,253538,2026-06-22 14:32:41.000000
117056832,21651,2026-06-22 14:32:45.000000
117056832,126740,2026-06-22 14:32:45.000000
117056832,253523,2026-06-22 14:32:45.000000
117056832,390659,2026-06-22 14:32:45.000000
117056832,507615,2026-06-22 14:32:45.000000
117056832,507918,2026-06-22 14:32:45.000000
117056832,507921,2026-06-22 14:32:45.000000
117056832,512509,2026-06-22 14:32:45.000000
117056832,522912,2026-06-22 14:32:45.000000
117140214,21240,2026-06-22 14:32:51.000000
117140214,21345,2026-06-22 14:32:51.000000
117140214,21595,2026-06-22 14:32:51.000000
117140214,386071,2026-06-22 14:32:51.000000
117140214,394423,2026-06-22 14:32:51.000000
117140214,522789,2026-06-22 14:32:51.000000
117168897,21460,2026-06-22 14:32:53.000000
117168897,21463,2026-06-22 14:32:53.000000
117168897,21505,2026-06-22 14:32:53.000000
117168897,21582,2026-06-22 14:32:53.000000
117168897,126656,2026-06-22 14:32:53.000000
117168897,126680,2026-06-22 14:32:53.000000
117168897,126695,2026-06-22 14:32:53.000000
117168897,126710,2026-06-22 14:32:53.000000
117168897,522708,2026-06-22 14:32:53.000000
117215526,21277,2026-06-22 14:33:00.000000
117215526,21350,2026-06-22 14:33:00.000000
117215526,21449,2026-06-22 14:33:00.000000
117215526,21450,2026-06-22 14:33:00.000000
117215526,21454,2026-06-22 14:33:00.000000
117215526,21456,2026-06-22 14:33:00.000000
117215526,21470,2026-06-22 14:33:00.000000
117215526,21486,2026-06-22 14:33:00.000000
117215526,21492,2026-06-22 14:33:00.000000
117215526,21632,2026-06-22 14:33:00.000000
117215526,21662,2026-06-22 14:33:00.000000
117215526,21676,2026-06-22 14:33:00.000000
117215526,21682,2026-06-22 14:33:00.000000
117215526,45523,2026-06-22 14:33:00.000000
117215526,126719,2026-06-22 14:33:00.000000
117215526,126734,2026-06-22 14:33:00.000000
117215526,217446,2026-06-22 14:33:00.000000
117215526,253433,2026-06-22 14:33:00.000000
117215526,253463,2026-06-22 14:33:00.000000
117215526,253502,2026-06-22 14:33:00.000000
117215526,253505,2026-06-22 14:33:00.000000
117215526,253508,2026-06-22 14:33:00.000000
117215526,386072,2026-06-22 14:33:00.000000
117215526,395398,2026-06-22 14:33:00.000000
117215526,407623,2026-06-22 14:33:00.000000
117215526,435173,2026-06-22 14:33:00.000000
117215526,507940,2026-06-22 14:33:00.000000
117215526,515432,2026-06-22 14:33:00.000000
117243276,21350,2026-06-22 14:33:22.000000
117243276,21449,2026-06-22 14:33:22.000000
117243276,21450,2026-06-22 14:33:22.000000
117243276,21454,2026-06-22 14:33:22.000000
117243276,21456,2026-06-22 14:33:22.000000
117243276,21470,2026-06-22 14:33:22.000000
117243276,21486,2026-06-22 14:33:22.000000
117243276,21492,2026-06-22 14:33:22.000000
117243276,21632,2026-06-22 14:33:22.000000
117243276,21662,2026-06-22 14:33:22.000000
117243276,21676,2026-06-22 14:33:22.000000
117243276,21682,2026-06-22 14:33:22.000000
117243276,45523,2026-06-22 14:33:22.000000
117243276,64894,2026-06-22 14:33:22.000000
117243276,126719,2026-06-22 14:33:22.000000
117243276,126734,2026-06-22 14:33:22.000000
117243276,217446,2026-06-22 14:33:22.000000
117243276,253433,2026-06-22 14:33:22.000000
117243276,253463,2026-06-22 14:33:22.000000
117243276,253502,2026-06-22 14:33:22.000000
117243276,253505,2026-06-22 14:33:22.000000
117243276,253508,2026-06-22 14:33:22.000000
117243276,386072,2026-06-22 14:33:22.000000
117243276,395398,2026-06-22 14:33:22.000000
117243276,407623,2026-06-22 14:33:22.000000
117243276,435173,2026-06-22 14:33:22.000000
117243276,507940,2026-06-22 14:33:22.000000
117243276,515432,2026-06-22 14:33:22.000000
117249924,21283,2026-06-22 14:33:34.000000
117249924,21311,2026-06-22 14:33:34.000000
117249924,21333,2026-06-22 14:33:34.000000
117249924,21406,2026-06-22 14:33:34.000000
117249924,21449,2026-06-22 14:33:34.000000
117249924,21450,2026-06-22 14:33:34.000000
117249924,21470,2026-06-22 14:33:34.000000
117249924,21486,2026-06-22 14:33:34.000000
117249924,21492,2026-06-22 14:33:34.000000
117249924,21526,2026-06-22 14:33:34.000000
117249924,21607,2026-06-22 14:33:34.000000
117249924,21662,2026-06-22 14:33:34.000000
117249924,64894,2026-06-22 14:33:34.000000
117249924,126713,2026-06-22 14:33:34.000000
117249924,126719,2026-06-22 14:33:34.000000
117249924,253463,2026-06-22 14:33:34.000000
117249924,507537,2026-06-22 14:33:34.000000
117249924,507940,2026-06-22 14:33:34.000000
117249924,515432,2026-06-22 14:33:34.000000
117249924,522830,2026-06-22 14:33:34.000000
117296451,21277,2026-06-22 14:33:47.000000
117296451,21350,2026-06-22 14:33:47.000000
117296451,21427,2026-06-22 14:33:47.000000
117296451,21449,2026-06-22 14:33:47.000000
117296451,21450,2026-06-22 14:33:47.000000
117296451,21454,2026-06-22 14:33:47.000000
117296451,21456,2026-06-22 14:33:47.000000
117296451,21462,2026-06-22 14:33:47.000000
117296451,21470,2026-06-22 14:33:47.000000
117296451,21486,2026-06-22 14:33:47.000000
117296451,21492,2026-06-22 14:33:47.000000
117296451,21590,2026-06-22 14:33:47.000000
117296451,21632,2026-06-22 14:33:47.000000
117296451,21662,2026-06-22 14:33:47.000000
117296451,21676,2026-06-22 14:33:47.000000
117296451,21682,2026-06-22 14:33:47.000000
117296451,45523,2026-06-22 14:33:47.000000
117296451,126641,2026-06-22 14:33:47.000000
117296451,126734,2026-06-22 14:33:47.000000
117296451,217446,2026-06-22 14:33:47.000000
117296451,253433,2026-06-22 14:33:47.000000
117296451,253463,2026-06-22 14:33:47.000000
117296451,253502,2026-06-22 14:33:47.000000
117296451,253508,2026-06-22 14:33:47.000000
117296451,386072,2026-06-22 14:33:47.000000
117296451,395398,2026-06-22 14:33:47.000000
117296451,407623,2026-06-22 14:33:47.000000
117296451,435173,2026-06-22 14:33:47.000000
117296451,507940,2026-06-22 14:33:47.000000
117296451,515432,2026-06-22 14:33:47.000000
117312531,21350,2026-06-22 14:33:59.000000
117312531,21449,2026-06-22 14:33:59.000000
117312531,21450,2026-06-22 14:33:59.000000
117312531,21454,2026-06-22 14:33:59.000000
117312531,21456,2026-06-22 14:33:59.000000
117312531,21470,2026-06-22 14:33:59.000000
117312531,21486,2026-06-22 14:33:59.000000
117312531,21492,2026-06-22 14:33:59.000000
117312531,21632,2026-06-22 14:33:59.000000
117312531,21662,2026-06-22 14:33:59.000000
117312531,21676,2026-06-22 14:33:59.000000
117312531,21682,2026-06-22 14:33:59.000000
117312531,45523,2026-06-22 14:33:59.000000
117312531,126719,2026-06-22 14:33:59.000000
117312531,126734,2026-06-22 14:33:59.000000
117312531,217446,2026-06-22 14:33:59.000000
117312531,253433,2026-06-22 14:33:59.000000
117312531,253463,2026-06-22 14:33:59.000000
117312531,253502,2026-06-22 14:33:59.000000
117312531,253505,2026-06-22 14:33:59.000000
117312531,253508,2026-06-22 14:33:59.000000
117312531,386072,2026-06-22 14:33:59.000000
117312531,395398,2026-06-22 14:33:59.000000
117312531,407623,2026-06-22 14:33:59.000000
117312531,435173,2026-06-22 14:33:59.000000
117312531,507940,2026-06-22 14:33:59.000000
117312531,515432,2026-06-22 14:33:59.000000
117416922,21277,2026-06-22 14:34:17.000000
117416922,21350,2026-06-22 14:34:17.000000
117416922,21449,2026-06-22 14:34:17.000000
117416922,21450,2026-06-22 14:34:17.000000
117416922,21454,2026-06-22 14:34:17.000000
117416922,21456,2026-06-22 14:34:17.000000
117416922,21470,2026-06-22 14:34:17.000000
117416922,21486,2026-06-22 14:34:17.000000
117416922,21492,2026-06-22 14:34:17.000000
117416922,21632,2026-06-22 14:34:17.000000
117416922,21662,2026-06-22 14:34:17.000000
117416922,21676,2026-06-22 14:34:17.000000
117416922,21682,2026-06-22 14:34:17.000000
117416922,45523,2026-06-22 14:34:17.000000
117416922,126719,2026-06-22 14:34:17.000000
117416922,126734,2026-06-22 14:34:17.000000
117416922,217446,2026-06-22 14:34:17.000000
117416922,253433,2026-06-22 14:34:17.000000
117416922,253463,2026-06-22 14:34:17.000000
117416922,253502,2026-06-22 14:34:17.000000
117416922,253505,2026-06-22 14:34:17.000000
117416922,253508,2026-06-22 14:34:17.000000
117416922,386072,2026-06-22 14:34:17.000000
117416922,395398,2026-06-22 14:34:17.000000
117416922,407623,2026-06-22 14:34:17.000000
117416922,435173,2026-06-22 14:34:17.000000
117416922,507940,2026-06-22 14:34:17.000000
117416922,515432,2026-06-22 14:34:17.000000
117441252,21261,2026-06-22 14:34:28.000000
117441252,21508,2026-06-22 14:34:28.000000
117441252,21645,2026-06-22 14:34:28.000000
117441252,21705,2026-06-22 14:34:28.000000
117441252,126617,2026-06-22 14:34:28.000000
117441252,144861,2026-06-22 14:34:28.000000
117441252,253478,2026-06-22 14:34:28.000000
117441252,253523,2026-06-22 14:34:28.000000
117441252,507615,2026-06-22 14:34:28.000000
117441252,507918,2026-06-22 14:34:28.000000
117441252,507921,2026-06-22 14:34:28.000000
117441252,507936,2026-06-22 14:34:28.000000
117441252,522862,2026-06-22 14:34:28.000000
117441252,522906,2026-06-22 14:34:28.000000
117580503,21278,2026-06-22 14:34:37.000000
117580503,21427,2026-06-22 14:34:37.000000
117580503,21449,2026-06-22 14:34:37.000000
117580503,21454,2026-06-22 14:34:37.000000
117580503,21456,2026-06-22 14:34:37.000000
117580503,21458,2026-06-22 14:34:37.000000
117580503,21462,2026-06-22 14:34:37.000000
117580503,21504,2026-06-22 14:34:37.000000
117580503,21516,2026-06-22 14:34:37.000000
117580503,21596,2026-06-22 14:34:37.000000
117580503,21623,2026-06-22 14:34:37.000000
117580503,21632,2026-06-22 14:34:37.000000
117580503,21676,2026-06-22 14:34:37.000000
117580503,21682,2026-06-22 14:34:37.000000
117580503,21685,2026-06-22 14:34:37.000000
117580503,126641,2026-06-22 14:34:37.000000
117580503,217446,2026-06-22 14:34:37.000000
117580503,386072,2026-06-22 14:34:37.000000
117580503,407623,2026-06-22 14:34:37.000000
117580503,435173,2026-06-22 14:34:37.000000
117580503,480460,2026-06-22 14:34:37.000000
117580503,507393,2026-06-22 14:34:37.000000
117595752,21277,2026-06-22 14:34:47.000000
117595752,21300,2026-06-22 14:34:47.000000
117595752,21323,2026-06-22 14:34:47.000000
117595752,21350,2026-06-22 14:34:47.000000
117595752,21367,2026-06-22 14:34:47.000000
117595752,21406,2026-06-22 14:34:47.000000
117595752,21450,2026-06-22 14:34:47.000000
117595752,21454,2026-06-22 14:34:47.000000
117595752,21492,2026-06-22 14:34:47.000000
117595752,21526,2026-06-22 14:34:47.000000
117595752,21590,2026-06-22 14:34:47.000000
117595752,21616,2026-06-22 14:34:47.000000
117595752,21691,2026-06-22 14:34:47.000000
117595752,45523,2026-06-22 14:34:47.000000
117595752,49861,2026-06-22 14:34:47.000000
117595752,126719,2026-06-22 14:34:47.000000
117595752,126734,2026-06-22 14:34:47.000000
117595752,217446,2026-06-22 14:34:47.000000
117595752,253433,2026-06-22 14:34:47.000000
117595752,253487,2026-06-22 14:34:47.000000
117595752,386072,2026-06-22 14:34:47.000000
117595752,435173,2026-06-22 14:34:47.000000
117595752,507537,2026-06-22 14:34:47.000000
117595752,522830,2026-06-22 14:34:47.000000
117597909,21265,2026-06-22 14:34:54.000000
117597909,21273,2026-06-22 14:34:54.000000
117597909,21464,2026-06-22 14:34:54.000000
117597909,21671,2026-06-22 14:34:54.000000
117597909,21691,2026-06-22 14:34:54.000000
117597909,21698,2026-06-22 14:34:54.000000
117597909,21700,2026-06-22 14:34:54.000000
117597909,126698,2026-06-22 14:34:54.000000
117597909,253439,2026-06-22 14:34:54.000000
117597909,522839,2026-06-22 14:34:54.000000
117690855,21275,2026-06-22 14:34:58.000000
117690855,21296,2026-06-22 14:34:58.000000
117690855,21342,2026-06-22 14:34:58.000000
117690855,21429,2026-06-22 14:34:58.000000
117690855,21453,2026-06-22 14:34:58.000000
117690855,21554,2026-06-22 14:34:58.000000
117690855,386071,2026-06-22 14:34:58.000000
117690855,522789,2026-06-22 14:34:58.000000
117808470,253556,2026-06-22 14:35:07.000000
117854103,21277,2026-06-22 14:35:22.000000
117854103,21323,2026-06-22 14:35:22.000000
117854103,21454,2026-06-22 14:35:22.000000
117854103,21462,2026-06-22 14:35:22.000000
117854103,21504,2026-06-22 14:35:22.000000
117854103,21516,2026-06-22 14:35:22.000000
117854103,21590,2026-06-22 14:35:22.000000
117854103,21596,2026-06-22 14:35:22.000000
117854103,21623,2026-06-22 14:35:22.000000
117854103,21632,2026-06-22 14:35:22.000000
117854103,21682,2026-06-22 14:35:22.000000
117854103,126635,2026-06-22 14:35:22.000000
117854103,126641,2026-06-22 14:35:22.000000
117854103,386072,2026-06-22 14:35:22.000000
117854103,395398,2026-06-22 14:35:22.000000
117854103,407623,2026-06-22 14:35:22.000000
117854103,435173,2026-06-22 14:35:22.000000
117854103,480460,2026-06-22 14:35:22.000000
117854103,507393,2026-06-22 14:35:22.000000
117891183,21283,2026-06-22 14:35:35.000000
117891183,21311,2026-06-22 14:35:35.000000
117891183,21333,2026-06-22 14:35:35.000000
117891183,21406,2026-06-22 14:35:35.000000
117891183,21449,2026-06-22 14:35:35.000000
117891183,21450,2026-06-22 14:35:35.000000
117891183,21470,2026-06-22 14:35:35.000000
117891183,21486,2026-06-22 14:35:35.000000
117891183,21492,2026-06-22 14:35:35.000000
117891183,21526,2026-06-22 14:35:35.000000
117891183,21607,2026-06-22 14:35:35.000000
117891183,21662,2026-06-22 14:35:35.000000
117891183,126713,2026-06-22 14:35:35.000000
117891183,126719,2026-06-22 14:35:35.000000
117891183,253463,2026-06-22 14:35:35.000000
117891183,507537,2026-06-22 14:35:35.000000
117891183,507940,2026-06-22 14:35:35.000000
117891183,515432,2026-06-22 14:35:35.000000
117891183,522830,2026-06-22 14:35:35.000000
120226084,126638,2026-06-22 14:15:32.000000
120226084,522807,2026-06-22 14:15:32.000000
120303914,126638,2026-06-22 14:15:23.000000
120410810,126638,2026-06-22 14:15:41.000000
120410810,522807,2026-06-22 14:15:41.000000
120414521,126638,2026-06-22 14:15:39.000000
120414521,522807,2026-06-22 14:15:39.000000
120455618,126638,2026-06-22 14:15:37.000000
120455618,522807,2026-06-22 14:15:37.000000
120555689,126638,2026-06-22 14:15:29.000000
120555689,522807,2026-06-22 14:15:29.000000
120555842,61840,2026-06-22 14:15:26.000000
120555842,126638,2026-06-22 14:15:26.000000
120555842,522807,2026-06-22 14:15:26.000000
120686519,126638,2026-06-22 14:15:35.000000
120686519,522807,2026-06-22 14:15:35.000000
