lat,lng,conn
52.437951,-1.787453,71
52.445129,-1.760532,64
52.488949,-1.736863,72
52.481732,-1.746514,79
52.485281,-1.740577,75
52.482832,-1.753194,78
52.476565,-1.749839,77
52.477184,-1.755419,77
52.492357,-1.743527,72
52.496395,-1.752080,73
52.489984,-1.755254,69
52.492657,-1.756100,71
52.487260,-1.753513,72
52.390002,-1.760382,59
52.389216,-1.729960,66
52.385231,-1.746512,63
52.376692,-1.735029,62
52.402937,-1.749088,55
52.394012,-1.736901,59
52.392513,-1.753278,58
52.449383,-1.804431,72
52.446290,-1.788060,75
52.450482,-1.788024,75
52.443180,-1.791178,72
52.441818,-1.798169,72
52.454250,-1.797642,73
52.449438,-1.799054,74
52.434053,-1.619988,38
52.434052,-1.653830,48
52.389528,-1.620627,46
52.374828,-1.682513,33
52.411654,-1.658075,50
52.394347,-1.646652,58
52.388351,-1.653933,55
52.383784,-1.658514,51
52.433488,-1.794924,68
52.426405,-1.802862,65
52.429516,-1.820433,71
52.432498,-1.809750,71
52.424163,-1.816423,65
52.442859,-1.805109,66
52.439280,-1.811070,77
52.434438,-1.801655,71
52.381100,-1.818351,53
52.385173,-1.847349,51
52.372840,-1.800343,49
52.384527,-1.761841,60
52.369228,-1.762409,56
52.377826,-1.756135,63
52.377367,-1.774181,54
52.365565,-1.749669,58
52.356579,-1.780981,49
52.402457,-1.770424,67
52.404724,-1.799115,71
52.411427,-1.786645,76
52.401631,-1.789350,67
52.399330,-1.782285,63
52.420821,-1.793638,67
52.417926,-1.804600,68
52.412970,-1.798575,68
52.409020,-1.774491,78
52.410964,-1.812569,70
52.406404,-1.818734,74
52.410878,-1.822256,75
52.406530,-1.806410,71
52.403016,-1.815381,74
52.419559,-1.826612,72
52.416999,-1.815465,69
52.415524,-1.824602,74
52.395629,-1.789878,59
52.401093,-1.824016,74
52.399383,-1.806320,73
52.400733,-1.833174,68
52.396488,-1.828320,68
52.392541,-1.779069,55
52.394578,-1.813217,70
52.392442,-1.795569,54
52.388933,-1.798706,56
52.384933,-1.788006,53
52.401885,-1.841204,65
52.407378,-1.865023,69
52.406902,-1.845751,68
52.406593,-1.835164,72
52.404599,-1.851772,63
52.405965,-1.860721,66
52.407865,-1.828988,76
52.410590,-1.840883,70
52.415317,-1.768501,75
52.417922,-1.750445,62
52.432576,-1.771982,65
52.428807,-1.788478,70
52.422565,-1.776980,75
52.423467,-1.786851,69
52.428183,-1.769324,67
52.422244,-1.767976,72
52.503208,-1.744912,69
52.505433,-1.748572,69
52.505549,-1.753880,71
52.499563,-1.746408,71
52.495010,-1.738263,70
52.509592,-1.750502,67
52.509073,-1.755958,70
52.609778,-1.906450,69
52.616306,-1.920120,65
52.611052,-1.916975,69
52.601613,-1.930512,68
52.596754,-1.912111,71
52.591089,-1.934474,64
52.597086,-1.925767,70
52.588762,-1.915162,65
52.629233,-1.941406,65
52.641476,-1.916482,65
52.628205,-1.913039,64
52.636260,-1.927752,70
52.628146,-1.919656,66
52.627672,-1.925241,68
52.619609,-1.905425,61
52.622418,-1.924628,65
52.619204,-1.914260,60
52.591294,-2.020694,68
52.590817,-2.030036,70
52.587128,-2.021374,69
52.581039,-2.025001,68
52.575569,-2.038216,72
52.567773,-2.028450,75
52.571967,-2.032846,71
52.573044,-2.021585,73
52.594516,-2.021459,65
52.594960,-2.010475,67
52.593744,-2.000749,78
52.588628,-1.996791,80
52.588900,-2.008481,74
52.604222,-2.000709,74
52.607706,-1.996416,79
52.607560,-2.014408,69
52.600928,-2.012613,70
52.599214,-2.005098,71
52.605361,-1.988306,74
52.599562,-1.981583,72
52.611052,-1.993855,78
52.610677,-1.987462,77
52.624005,-1.987834,68
52.625072,-2.000103,71
52.619064,-1.990995,72
52.616232,-2.000015,80
52.615406,-1.992798,76
52.615984,-1.985469,72
52.632313,-1.996420,67
52.617576,-2.024719,72
52.619074,-2.007104,79
52.620918,-2.013309,75
52.613436,-2.015719,76
52.610225,-2.001763,77
52.628835,-2.013222,61
52.629295,-2.007887,61
52.625678,-2.018535,67
52.623650,-2.024619,67
52.620614,-2.019418,72
52.659366,-1.954560,57
52.650688,-1.919012,68
52.654171,-1.945732,64
52.656144,-1.925416,62
52.650967,-1.930238,69
52.646797,-1.940800,68
52.638681,-1.953538,60
52.642752,-1.930474,72
52.568045,-2.039694,73
52.565054,-2.048992,67
52.563687,-2.031469,72
52.568510,-2.045934,71
52.559998,-2.039447,71
52.560016,-2.051035,73
52.555852,-2.050069,71
52.574221,-2.043783,71
52.590664,-1.954841,70
52.590420,-1.974255,82
52.615060,-1.951693,66
52.613232,-1.938731,63
52.613434,-1.961299,67
52.605090,-1.947511,67
52.609812,-1.952230,64
52.603534,-1.962360,68
52.596210,-1.968803,74
52.583249,-1.962735,79
52.582033,-1.968802,82
52.578402,-1.955186,71
52.580733,-1.941521,62
52.577759,-1.967397,82
52.574149,-1.943675,63
52.571157,-1.957202,69
52.569127,-1.950152,66
52.564136,-1.943983,61
52.563212,-1.981330,75
52.566953,-1.991969,76
52.562038,-1.966434,73
52.567815,-1.976557,77
52.566517,-1.967641,73
52.576268,-1.986325,83
52.574816,-1.991662,81
52.573352,-1.979998,82
52.572359,-1.987626,81
52.569606,-1.982887,79
52.637374,-1.966466,63
52.635964,-1.962300,60
52.632671,-1.972351,64
52.627920,-1.974893,67
52.628043,-1.965224,65
52.635073,-1.980647,63
52.618646,-1.964936,63
52.623444,-1.973499,63
52.621914,-1.948257,64
52.620430,-1.955413,66
52.561132,-1.901417,73
52.568486,-1.922058,69
52.556866,-1.918554,66
52.559168,-1.898613,75
52.556653,-1.906751,75
52.554008,-1.910866,72
52.568827,-2.001792,77
52.582333,-2.009000,74
52.583347,-1.995263,81
52.578693,-1.998789,77
52.573378,-1.999350,80
52.575933,-2.005836,74
52.573954,-2.011183,73
52.588637,-1.986558,85
52.586327,-1.975673,85
52.580743,-1.975442,86
52.576067,-1.978371,84
52.573663,-1.970799,75
52.597727,-1.988101,78
52.594098,-1.987461,81
52.593342,-2.041279,69
52.596808,-2.052627,68
52.597180,-2.024844,68
52.604043,-2.025320,70
52.602807,-2.049007,66
52.601070,-2.041173,70
52.601329,-2.031548,68
52.596864,-2.037472,70
52.575367,-1.901853,62
52.583662,-1.878788,59
52.580346,-1.887041,66
52.575993,-1.888232,65
52.587967,-1.900707,60
52.569185,-1.887117,60
52.571415,-1.897607,63
52.571739,-1.887019,64
52.590657,-1.887751,55
52.605938,-2.042734,68
52.609656,-2.042160,69
52.609875,-2.048166,68
52.609054,-2.032822,69
52.615829,-2.036562,68
52.617685,-2.046594,66
52.614905,-2.042377,67
52.613017,-2.030956,70
52.587273,-2.071145,69
52.586575,-2.035188,70
52.586702,-2.045415,74
52.584536,-2.060026,75
52.581934,-2.041100,73
52.579189,-2.052065,73
52.592063,-2.063375,71
52.590864,-2.051542,71
52.590174,-2.037501,70
52.558376,-2.073124,76
52.552876,-2.057039,70
52.556083,-2.065229,75
52.549936,-2.064127,71
52.565278,-2.064516,79
52.571805,-2.058194,73
52.568014,-2.067961,79
52.576631,-2.081850,69
52.576593,-2.061867,69
52.572242,-2.081878,76
52.573323,-2.088620,72
52.574432,-2.067081,74
52.571275,-2.073714,78
52.582630,-2.071664,73
52.578214,-2.071178,71
52.580155,-2.077697,70
52.573824,-2.134697,80
52.566878,-2.127724,77
52.570475,-2.124834,81
52.570068,-2.131576,80
52.566351,-2.118997,78
52.563313,-2.134894,72
52.559604,-2.128619,73
52.574946,-2.127195,84
52.618278,-2.123822,72
52.633823,-2.120033,58
52.632227,-2.113442,53
52.627044,-2.124258,66
52.628918,-2.107004,63
52.624690,-2.117395,67
52.620307,-2.116297,72
52.576561,-2.099548,72
52.583383,-2.105433,74
52.589597,-2.094184,71
52.589098,-2.101262,73
52.584137,-2.083890,71
52.585625,-2.094583,73
52.580571,-2.094908,73
52.566139,-2.110524,74
52.566633,-2.087674,75
52.559356,-2.087843,73
52.569852,-2.107190,72
52.575987,-2.119779,79
52.569486,-2.099473,73
52.617189,-2.102681,73
52.616094,-2.089134,68
52.611638,-2.090117,70
52.612299,-2.098230,75
52.605576,-2.100623,76
52.608638,-2.095648,74
52.622130,-2.099752,69
52.577384,-2.138510,81
52.582573,-2.139127,81
52.575255,-2.147825,76
52.576726,-2.142687,80
52.571410,-2.145105,77
52.574776,-2.152442,74
52.571580,-2.157162,71
52.580336,-2.147050,77
52.595451,-2.106515,75
52.592275,-2.114546,77
52.589579,-2.109174,77
52.603011,-2.084112,77
52.603851,-2.092676,74
52.597990,-2.094900,79
52.599938,-2.102593,76
52.599818,-2.116277,77
52.605455,-2.107083,74
52.601820,-2.110028,73
52.613557,-2.106756,74
52.615290,-2.112498,72
52.612940,-2.117078,72
52.610043,-2.111692,74
52.606734,-2.120048,69
52.605861,-2.114068,73
52.573877,-2.168463,70
52.572471,-2.163340,70
52.570855,-2.176002,68
52.567600,-2.170050,70
52.563886,-2.172759,66
52.558851,-2.171888,64
52.577754,-2.165233,69
52.575692,-2.176349,66
52.630388,-2.131820,67
52.624014,-2.147833,60
52.626785,-2.143927,63
52.621140,-2.150919,63
52.622808,-2.134299,70
52.619426,-2.136657,68
52.615061,-2.142619,64
52.614918,-2.134557,68
52.608910,-2.136096,68
52.587636,-2.163273,68
52.582114,-2.155481,71
52.586618,-2.148491,80
52.582640,-2.169413,69
52.588165,-2.140520,81
52.580509,-2.176861,68
52.593943,-2.157611,76
52.591897,-2.143008,79
52.590409,-2.151331,78
52.558814,-2.157909,65
52.558472,-2.166646,64
52.557813,-2.151210,64
52.566197,-2.157096,65
52.564344,-2.163328,66
52.565379,-2.149887,71
52.566852,-2.142620,74
52.560997,-2.143695,67
52.602053,-2.135851,70
52.597917,-2.153001,74
52.599507,-2.147688,68
52.598524,-2.141957,72
52.596369,-2.134121,78
52.595304,-2.141432,78
52.593589,-2.130875,82
52.592111,-2.135735,82
52.581281,-2.119209,80
52.549924,-2.096950,68
52.547585,-2.108099,70
52.560566,-2.111799,70
52.554649,-2.096095,65
52.559377,-2.102059,68
52.556114,-2.115398,67
52.552329,-2.113249,67
52.552901,-2.105436,67
52.602878,-2.157067,69
52.603174,-2.165921,68
52.619307,-2.156279,63
52.612445,-2.151811,64
52.616708,-2.157505,64
52.613479,-2.165424,65
52.607932,-2.154446,66
52.604430,-2.182443,59
52.595247,-2.169541,70
52.593289,-2.176721,68
52.591468,-2.181633,70
52.584596,-2.195913,52
52.586701,-2.181164,67
52.579633,-2.187320,62
52.598333,-2.183706,65
52.608805,-2.055511,70
52.614046,-2.061100,70
52.614204,-2.053127,70
52.611109,-2.065600,70
52.610668,-2.076479,69
52.619200,-2.056596,67
52.617744,-2.063502,65
52.601613,-2.058128,69
52.603323,-2.072842,71
52.605173,-2.058220,72
52.594352,-2.081809,74
52.600082,-2.065576,67
52.608022,-2.082672,72
52.607378,-2.067457,72
53.846260,-1.756107,62
53.843251,-1.778372,71
53.847082,-1.792851,60
53.841133,-1.770398,72
53.845506,-1.766409,66
53.858562,-1.776825,56
53.854572,-1.758743,61
53.855867,-1.768340,63
53.851697,-1.751201,61
53.851268,-1.771031,64
53.849324,-1.865236,68
53.856865,-1.834690,65
53.855030,-1.821770,58
53.847543,-1.820112,65
53.850906,-1.828743,73
53.844343,-1.808069,66
53.847553,-1.827833,73
53.844659,-1.834898,76
53.838796,-1.873555,47
53.827379,-1.845473,54
53.832122,-1.827626,65
53.825837,-1.867313,50
53.824259,-1.900368,47
53.828139,-1.830707,62
53.828819,-1.888342,49
53.818547,-1.861476,52
53.804436,-1.903638,46
53.791922,-1.898580,46
53.836733,-1.828284,62
53.817578,-1.744548,73
53.815185,-1.736905,75
53.813898,-1.753793,73
53.813871,-1.749655,71
53.813659,-1.732190,76
53.812352,-1.744360,74
53.824078,-1.747532,73
53.827477,-1.741462,73
53.821411,-1.740490,78
53.794660,-1.738003,82
53.798794,-1.732928,81
53.793517,-1.732204,81
53.784600,-1.727453,77
53.788551,-1.711440,71
53.787694,-1.718070,73
53.780325,-1.705902,68
53.785359,-1.738075,76
53.778762,-1.720517,75
53.773810,-1.733837,75
53.772996,-1.744877,71
53.799570,-1.739303,81
53.797872,-1.709398,78
53.799177,-1.716124,79
53.795432,-1.718739,78
53.796755,-1.726591,80
53.798990,-1.723842,79
53.793430,-1.713969,77
53.793963,-1.725990,80
53.805475,-1.713317,76
53.803647,-1.721076,76
53.801601,-1.707922,77
53.795140,-1.803382,70
53.801052,-1.807356,71
53.798783,-1.797296,75
53.797199,-1.817797,69
53.797078,-1.812788,72
53.788087,-1.812008,66
53.780375,-1.835187,60
53.783867,-1.809035,67
53.778305,-1.825210,61
53.778593,-1.815215,67
53.935237,-1.946158,50
53.909248,-1.942058,60
53.913220,-1.941481,60
53.913615,-1.951360,55
53.909031,-1.906839,54
53.886847,-1.952798,61
53.895927,-1.970233,57
53.899810,-1.954391,58
53.938659,-1.891273,46
53.942642,-1.884672,50
53.945119,-1.895622,47
53.819133,-1.716468,71
53.818469,-1.710452,64
53.815723,-1.726108,74
53.819728,-1.722155,73
53.825559,-1.718555,71
53.825951,-1.709333,67
53.826335,-1.729778,72
53.820641,-1.733049,77
53.821216,-1.728246,76
53.792249,-1.789581,74
53.787952,-1.796029,74
53.783114,-1.800266,70
53.779719,-1.787097,78
53.779170,-1.800148,68
53.777337,-1.792863,73
53.776853,-1.779395,77
53.775598,-1.785222,76
53.772052,-1.790293,70
53.815832,-1.822153,61
53.817145,-1.783372,74
53.813639,-1.801387,70
53.815170,-1.838663,57
53.811704,-1.781438,78
53.815650,-1.813499,64
53.818584,-1.794763,72
53.809753,-1.775008,81
53.809921,-1.831700,59
53.810358,-1.771710,83
53.830705,-1.724731,72
53.832313,-1.741036,70
53.829465,-1.717787,69
53.843434,-1.708870,64
53.845559,-1.736679,73
53.854090,-1.721350,66
53.843330,-1.745310,67
53.837623,-1.741595,68
53.836085,-1.728074,75
53.832682,-1.712537,69
53.831642,-1.733808,74
53.921355,-1.805761,66
53.914631,-1.827751,67
53.923060,-1.843753,58
53.934595,-1.824894,61
53.926640,-1.824942,75
53.924478,-1.793852,65
53.923365,-1.832748,69
53.928668,-1.814036,73
53.927714,-1.802882,66
53.871352,-1.896664,74
53.872299,-1.902171,78
53.872927,-1.906932,79
53.869776,-1.886196,64
53.856420,-1.895108,60
53.862690,-1.875858,56
53.888256,-1.845535,47
53.888929,-1.874978,56
53.878535,-1.895801,62
53.872016,-1.868373,53
53.866517,-1.908196,81
53.860679,-1.909997,75
53.860953,-1.917480,77
53.856664,-1.905400,67
53.857304,-1.916993,73
53.853791,-1.927122,64
53.848161,-1.912519,64
53.855313,-1.921412,70
53.848342,-1.927901,59
53.870050,-1.919755,77
53.868982,-1.926761,72
53.870138,-1.934210,63
53.870995,-1.949760,57
53.867176,-1.918316,78
53.864025,-1.925542,72
53.861874,-1.922144,74
53.860558,-1.933684,64
53.882553,-1.917198,63
53.873863,-1.913471,77
53.876273,-1.926739,67
53.786725,-1.747996,83
53.787189,-1.761944,86
53.781031,-1.758220,84
53.783569,-1.762850,84
53.781670,-1.743072,78
53.781255,-1.773667,80
53.780880,-1.750393,80
53.777327,-1.757521,83
53.778787,-1.764700,82
53.777803,-1.771625,80
53.776016,-1.765757,82
53.759883,-1.775348,71
53.774604,-1.751192,79
53.773654,-1.756802,81
53.773618,-1.764060,81
53.770819,-1.763818,81
53.763393,-1.753055,68
53.769207,-1.758115,77
53.764914,-1.766787,75
53.765481,-1.771883,76
53.758955,-1.762356,70
53.759587,-1.769409,70
53.769905,-1.830894,67
53.767134,-1.855698,66
53.771136,-1.862729,64
53.766704,-1.805203,69
53.766088,-1.836311,63
53.766145,-1.861198,58
53.757531,-1.850843,64
53.759224,-1.857705,60
53.775497,-1.808250,69
53.773687,-1.797452,70
53.771636,-1.802437,67
53.875325,-1.812553,46
53.863219,-1.843546,64
53.856432,-1.821749,59
53.911563,-1.753620,59
53.917070,-1.763465,55
53.913232,-1.746806,60
53.899926,-1.777042,53
53.905570,-1.738781,57
53.895894,-1.736564,62
53.890561,-1.729532,67
53.891716,-1.749613,64
53.828011,-1.752302,66
53.825081,-1.764005,71
53.828372,-1.771793,76
53.821638,-1.757156,69
53.838524,-1.757472,73
53.834142,-1.751586,68
53.835336,-1.767152,77
53.830335,-1.758964,69
53.838485,-1.801267,76
53.834774,-1.795829,80
53.833698,-1.805258,72
53.827841,-1.790067,78
53.832572,-1.785015,82
53.826948,-1.778584,80
53.828053,-1.807192,65
53.823317,-1.781221,78
53.822852,-1.773194,78
53.818207,-1.772617,78
53.792593,-1.824838,63
53.786563,-1.871262,53
53.783946,-1.848909,57
53.803191,-1.854461,47
53.792163,-1.847958,59
53.807128,-1.826407,70
53.800950,-1.823441,72
53.804205,-1.814872,74
53.800822,-1.831323,64
53.800807,-1.791333,82
53.809930,-1.790301,79
53.808337,-1.809102,72
53.808742,-1.798003,75
53.807127,-1.780696,82
53.806450,-1.785012,82
53.806380,-1.789252,82
53.803946,-1.796555,78
53.803553,-1.786972,82
53.801230,-1.778492,83
53.800621,-1.785446,83
53.768344,-1.709436,76
53.766269,-1.722561,72
53.772269,-1.677194,62
53.765980,-1.727197,69
53.759400,-1.735611,66
53.777562,-1.713157,73
53.772061,-1.707768,73
53.774750,-1.704034,67
53.773179,-1.715234,74
53.813750,-1.763057,74
53.812481,-1.721724,71
53.811468,-1.713637,69
53.808100,-1.722616,76
53.809464,-1.732281,78
53.806616,-1.741671,76
53.805580,-1.748477,78
53.804290,-1.735285,77
53.804264,-1.728257,78
53.795588,-1.778972,79
53.791455,-1.763176,84
53.788925,-1.771449,81
53.788378,-1.782458,80
53.785546,-1.779552,81
53.783687,-1.777800,81
53.805506,-1.774362,83
53.804744,-1.766400,83
53.801255,-1.768734,83
53.801275,-1.773836,83
53.765273,-1.797132,70
53.767655,-1.792721,72
53.768831,-1.776479,77
53.767809,-1.783778,76
53.762981,-1.783927,74
53.760889,-1.801301,69
53.760392,-1.790872,69
53.772008,-1.771350,78
53.772302,-1.780012,74
53.830840,-1.936190,56
53.836010,-2.007653,42
53.830251,-1.952537,56
53.804452,-1.959089,41
53.807791,-1.951218,37
53.854658,-1.935012,58
53.858074,-1.970100,48
53.838906,-1.931360,54
53.845791,-1.958924,50
53.844344,-1.941015,52
53.756203,-1.796368,65
53.752216,-1.746722,61
53.751986,-1.762801,65
53.755206,-1.779292,62
53.746962,-1.782059,66
53.745060,-1.765445,70
53.741186,-1.755142,65
53.738666,-1.771936,71
53.731426,-1.771624,67
53.734391,-1.765070,69
53.756984,-1.789652,64
53.713896,-1.797511,70
53.710825,-1.786313,72
53.704723,-1.807006,68
53.707825,-1.769047,73
53.700634,-1.749057,61
53.714795,-1.781946,69
53.749548,-1.985932,51
53.745035,-2.028942,52
53.737267,-2.066092,23
53.712750,-2.070285,54
53.698494,-2.102218,51
53.686472,-2.091118,39
53.782555,-2.052395,31
53.745291,-2.012699,62
53.689677,-1.841715,71
53.694717,-1.832383,67
53.686199,-1.803802,63
53.683518,-1.817360,62
53.682679,-1.841119,73
53.678441,-1.831695,72
53.694154,-1.804282,65
53.661279,-1.882568,43
53.685301,-1.886873,48
53.690000,-1.856758,70
53.690325,-1.867664,60
53.685658,-1.869810,59
53.675148,-1.841138,64
53.677628,-1.871377,54
53.678329,-1.857439,61
53.719254,-1.801503,65
53.730358,-1.787155,62
53.728424,-1.799275,63
53.734343,-1.808657,61
53.719802,-1.763605,67
53.721739,-1.811806,65
53.719690,-1.784641,67
53.775631,-1.908174,52
53.756939,-1.887989,63
53.759666,-1.884005,59
53.755730,-1.896618,63
53.756892,-1.876590,61
53.750112,-1.891677,66
53.732296,-1.973655,57
53.704596,-2.010341,45
53.728937,-1.985735,59
53.752685,-1.944591,32
53.730512,-1.946461,46
53.718105,-1.942057,54
53.739751,-2.015071,63
53.748020,-1.902811,58
53.763114,-1.912469,54
53.752842,-1.918654,52
53.741061,-1.911141,49
53.730296,-1.906447,63
53.730460,-1.887456,70
53.729431,-1.894970,70
53.755212,-1.818353,61
53.759853,-1.811346,66
53.748266,-1.808682,59
53.737367,-1.850393,64
53.740338,-1.826911,58
53.750977,-1.835015,54
53.734669,-1.833694,56
53.735806,-1.879050,65
53.737876,-1.890902,55
53.743528,-1.877734,63
53.745849,-1.893576,66
53.743702,-1.886187,65
53.739496,-1.880573,63
53.739188,-1.885613,64
53.695570,-1.793189,68
53.688362,-1.780065,68
53.693484,-1.770788,65
53.684607,-1.793865,64
53.701917,-1.783616,76
53.697031,-1.784681,73
53.694269,-1.787124,72
53.682862,-1.954657,43
53.669897,-1.911700,34
53.669276,-1.943147,40
53.653306,-1.990301,28
53.701788,-1.956821,42
53.696490,-1.912098,45
53.703640,-1.933738,59
53.705268,-1.925019,64
53.728606,-1.875230,76
53.732782,-1.874163,65
53.725361,-1.883189,75
53.724130,-1.870791,78
53.723167,-1.876201,77
53.739976,-1.869936,71
53.712235,-1.861110,74
53.714674,-1.867270,77
53.710875,-1.873795,77
53.701160,-1.861556,69
53.706757,-1.860572,72
53.702449,-1.873253,60
53.715402,-1.875425,79
53.715160,-1.895835,69
53.716340,-1.904242,69
53.709204,-1.885424,65
53.711099,-1.919572,69
53.706261,-1.912545,72
53.711948,-1.912494,74
53.710073,-1.899445,71
53.719908,-2.093562,69
53.714233,-2.098568,74
53.712493,-2.083863,67
53.711943,-2.136574,51
53.732806,-2.140102,39
53.723644,-2.113606,60
53.734206,-2.111911,57
53.715829,-1.852494,70
53.706250,-1.827598,50
53.718032,-1.832168,51
53.707937,-1.850136,63
53.699006,-1.850053,62
53.719338,-1.873420,79
53.718426,-1.878985,79
53.723692,-1.918753,60
53.722981,-1.898110,72
53.722960,-1.907317,66
53.722774,-1.890077,74
53.720409,-1.884412,76
53.717315,-1.889404,76
53.716437,-1.883205,79
53.639378,-1.740994,66
53.636427,-1.732912,63
53.640949,-1.751639,67
53.640351,-1.766932,72
53.643069,-1.756125,73
53.631700,-1.743249,64
53.636309,-1.748668,68
53.626570,-1.759656,60
53.643323,-1.740239,67
53.712760,-1.593886,61
53.711283,-1.619105,71
53.711553,-1.634385,78
53.707931,-1.625977,75
53.707544,-1.639092,78
53.704813,-1.637821,76
53.701976,-1.626483,74
53.703361,-1.634874,76
53.706615,-1.611433,70
53.699074,-1.620524,71
53.718190,-1.628457,76
53.716621,-1.619314,69
53.699417,-1.658924,73
53.702814,-1.647926,77
53.723525,-1.659004,69
53.721272,-1.644312,74
53.717144,-1.635824,77
53.722528,-1.652289,70
53.716936,-1.659432,70
53.715075,-1.645259,76
53.713270,-1.652760,74
53.709813,-1.643292,77
53.706431,-1.646500,78
53.709684,-1.653032,77
53.706230,-1.657053,77
53.662789,-1.773836,71
53.667989,-1.784102,70
53.662814,-1.789157,75
53.666410,-1.773378,72
53.662940,-1.800814,65
53.658193,-1.790621,77
53.659203,-1.797269,73
53.658674,-1.781620,78
53.678431,-1.786687,63
53.671868,-1.801356,62
53.729237,-1.664510,73
53.741986,-1.668113,67
53.741226,-1.649637,71
53.742358,-1.680864,59
53.736293,-1.640667,66
53.732177,-1.654900,73
53.726912,-1.641457,69
53.759686,-1.704538,67
53.754650,-1.686733,66
53.750197,-1.706472,61
53.748850,-1.686207,62
53.740109,-1.657993,64
53.727210,-1.723076,69
53.727095,-1.714302,72
53.738612,-1.733031,62
53.720890,-1.707051,73
53.724443,-1.748864,60
53.724207,-1.727150,71
53.718784,-1.720033,69
53.719318,-1.734188,65
53.738509,-1.711663,52
53.730763,-1.754986,62
53.630310,-1.913323,44
53.615373,-1.868487,53
53.624996,-1.864391,59
53.620746,-1.879076,62
53.599225,-1.935497,55
53.595101,-1.945580,54
53.606013,-1.904137,53
53.629683,-1.847680,61
53.626921,-1.880014,60
53.636203,-1.814211,71
53.637781,-1.804717,75
53.632500,-1.800562,73
53.638887,-1.797993,76
53.631861,-1.823435,68
53.633044,-1.807846,68
53.627191,-1.811191,65
53.621780,-1.823927,57
53.613549,-1.820487,60
53.612583,-1.803262,59
53.662079,-1.726324,54
53.658560,-1.742102,64
53.672149,-1.723717,50
53.654683,-1.715255,51
53.656519,-1.756882,66
53.652188,-1.752413,66
53.649096,-1.737374,64
53.648932,-1.762108,73
53.647709,-1.754411,72
53.646483,-1.765900,75
53.646483,-1.745988,70
53.683666,-1.755068,63
53.669988,-1.759110,67
53.683538,-1.762925,64
53.673467,-1.742693,63
53.675109,-1.755548,64
53.672761,-1.772476,69
53.663751,-1.760676,68
53.651527,-1.775405,76
53.683596,-1.743415,59
53.609039,-1.634714,49
53.578594,-1.624640,49
53.598427,-1.612884,52
53.593284,-1.606557,52
53.589685,-1.656913,56
53.589813,-1.643657,59
53.566578,-1.663347,46
53.575228,-1.652574,51
53.572165,-1.683927,45
53.598649,-1.683978,48
53.618432,-1.627054,38
53.597245,-1.704039,46
53.689396,-1.599850,66
53.687543,-1.597747,64
53.689585,-1.618538,75
53.682625,-1.612323,64
53.692770,-1.606917,68
53.703636,-1.596880,65
53.699382,-1.610055,71
53.698934,-1.635068,79
53.694056,-1.616003,70
53.692085,-1.630377,82
53.679081,-1.680130,66
53.676497,-1.670445,70
53.681676,-1.664994,70
53.696520,-1.652292,76
53.694022,-1.659596,69
53.690645,-1.647517,77
53.686613,-1.657473,70
53.687464,-1.652091,70
53.684628,-1.641030,73
53.688432,-1.676986,67
53.682600,-1.668695,69
53.679969,-1.658583,72
53.642041,-1.849226,63
53.643004,-1.856922,61
53.638006,-1.842057,63
53.643173,-1.841423,64
53.640101,-1.823436,72
53.646413,-1.831108,68
53.641296,-1.869751,51
53.633020,-1.855992,62
53.636809,-1.832007,68
53.632692,-1.835142,63
53.648858,-1.845313,61
53.704435,-1.695180,68
53.706840,-1.663362,76
53.704704,-1.678431,74
53.698655,-1.721141,58
53.698312,-1.679447,67
53.702636,-1.666280,74
53.699349,-1.699886,66
53.715831,-1.667642,72
53.717691,-1.672883,73
53.711871,-1.665611,74
53.711303,-1.676843,78
53.708845,-1.670505,79
53.581255,-1.867414,59
53.604573,-1.774710,58
53.598459,-1.808592,58
53.599350,-1.802873,57
53.580565,-1.844866,54
53.601117,-1.853198,59
53.592295,-1.764926,55
53.597764,-1.868202,56
53.596317,-1.842277,60
53.562451,-1.744321,43
53.568157,-1.811082,51
53.565058,-1.785962,61
53.550363,-1.850265,40
53.548660,-1.773719,41
53.570805,-1.770079,54
53.571251,-1.760175,52
53.585627,-1.785439,54
53.578018,-1.776527,58
53.573916,-1.795016,58
53.573677,-1.735493,52
53.621537,-1.719409,51
53.630374,-1.697716,51
53.641473,-1.688891,46
53.638245,-1.638396,39
53.632322,-1.715774,52
53.606523,-1.744996,36
53.611522,-1.705315,53
53.621569,-1.683346,50
53.591842,-1.716578,41
53.581513,-1.703206,46
53.644346,-1.719866,54
53.659046,-1.823357,75
53.658755,-1.849013,66
53.660320,-1.831054,70
53.657806,-1.812614,70
53.653063,-1.870656,53
53.654863,-1.827723,75
53.653448,-1.836539,71
53.654621,-1.819484,76
53.665769,-1.818242,66
53.661500,-1.843791,63
53.678653,-1.698802,70
53.675765,-1.686579,70
53.664374,-1.703040,60
53.664115,-1.682158,66
53.686357,-1.713196,61
53.692601,-1.695134,64
53.685791,-1.691256,68
53.681137,-1.707423,66
53.687737,-1.701042,65
53.682517,-1.697063,69
53.620273,-1.797864,66
53.632449,-1.766216,63
53.633410,-1.786642,72
53.635039,-1.776681,71
53.622563,-1.780008,67
53.626596,-1.788497,69
53.620586,-1.792004,66
53.640302,-1.782695,76
53.636550,-1.793561,74
53.649273,-1.806094,78
53.646579,-1.797738,78
53.646146,-1.811093,75
53.647085,-1.822245,74
53.643039,-1.793791,79
53.649836,-1.788047,79
53.642033,-1.811066,77
53.654393,-1.797746,77
