lat,lng,conn
51.361854,0.084349,74
51.364772,0.090640,72
51.359728,0.098623,68
51.360293,0.113847,70
51.358523,0.091279,71
51.351906,0.093400,69
51.350241,0.103324,64
51.424124,0.079791,69
51.424321,0.069006,74
51.423089,0.061640,76
51.420035,0.071035,77
51.412031,0.088520,73
51.419476,0.047027,67
51.415557,0.059022,70
51.408000,0.071037,72
51.408401,0.059288,68
51.399209,0.088741,64
51.406478,-0.060009,84
51.406170,-0.045156,81
51.406386,-0.052879,82
51.408917,-0.047517,85
51.406748,-0.037510,85
51.402411,-0.057435,82
51.404090,-0.064392,83
51.402176,-0.049108,80
51.403584,-0.039922,83
51.400847,-0.043104,82
51.411023,-0.034348,83
51.418770,-0.028889,78
51.414668,-0.030968,80
51.412908,-0.020142,81
51.411178,-0.010032,75
51.408663,-0.026036,86
51.407661,-0.016465,81
51.404920,-0.010300,78
51.404364,-0.004489,77
51.420746,-0.025720,77
51.396759,0.115949,73
51.388023,0.140352,61
51.392189,0.120789,72
51.390399,0.108732,76
51.378150,0.124041,66
51.388366,0.119941,71
51.385446,0.108031,75
51.383951,0.115753,73
51.383024,0.100201,76
51.405841,0.127442,66
51.405569,0.107658,74
51.397292,0.106097,74
51.395231,0.097842,69
51.391238,0.093473,70
51.391453,0.101461,74
51.386892,0.093753,70
51.411449,0.108351,71
51.405593,0.095732,70
51.404183,0.100732,70
51.404698,0.113278,71
51.401042,0.106635,74
51.414977,-0.073564,84
51.416644,-0.064747,83
51.410169,-0.066543,85
51.407165,-0.068242,83
51.422813,-0.064246,83
51.417112,-0.077667,86
51.336118,0.032573,42
51.306263,0.065586,45
51.339573,0.074835,51
51.363329,0.069741,70
51.358289,0.056734,73
51.358318,0.073407,72
51.374920,0.066088,70
51.375988,0.083119,73
51.375382,0.076303,72
51.370520,0.058260,73
51.369152,0.075345,71
51.370017,0.083845,75
51.359445,0.006144,61
51.367195,-0.001720,69
51.366221,0.005683,65
51.390406,0.012580,75
51.386515,0.019824,73
51.386148,0.008410,72
51.375615,0.024915,75
51.380264,0.005090,73
51.378574,0.012074,75
51.373542,0.007666,75
51.384449,-0.032003,77
51.400797,-0.023839,83
51.402491,-0.034010,84
51.402810,-0.016956,79
51.398158,-0.030985,79
51.396680,-0.039456,81
